Time, I1, I2, I3
90,49.7175,60.9744,73.4685
91,49.7175,60.9744,73.4685
92,49.7175,60.9744,73.4685
93,49.7175,60.9744,73.4685
94,49.7175,60.9744,73.4685
95,49.7175,60.9744,73.4685
96,49.7175,60.9744,73.4685
97,49.7175,60.9744,73.4685
98,49.7175,60.9744,73.4685
99,49.7175,60.9744,73.4685
100,49.7175,60.9744,73.4685
101,49.7175,60.9744,73.4685
102,49.7175,60.9744,73.4685
103,49.7175,60.9744,73.4685
104,49.7175,60.9744,73.4685
105,49.7175,60.9744,73.4685
106,49.7175,60.9744,73.4685
107,49.7175,60.9744,73.4685
108,49.7175,60.9744,73.4685
109,49.7175,60.9744,73.4685
110,49.7175,60.9744,73.4685
111,49.7175,60.9744,73.4685
112,49.7175,60.9744,73.4685
113,49.7175,60.9744,73.4685
114,49.7175,60.9744,73.4685
115,49.7175,60.9744,73.4685
116,49.7175,60.9744,73.4685
117,49.7175,60.9744,73.4685
118,49.7175,60.9744,73.4685
119,49.7175,60.9744,73.4685
120,49.7175,60.9744,73.4685
121,49.7175,60.9744,73.4685
122,49.7175,60.9744,73.4685
123,49.7175,60.9744,73.4685
124,49.7175,60.9744,73.4685
125,49.7175,60.9744,73.4685
126,49.7175,60.9744,73.4685
127,49.7175,60.9744,73.4685
128,49.7175,60.9744,73.4685
129,49.7175,60.9744,73.4685
130,49.7175,60.9744,73.4685
131,49.7175,60.9744,73.4685
132,49.7175,60.9744,73.4685
133,49.7175,60.9744,73.4685
134,49.7175,60.9744,73.4685
135,49.7175,60.9744,73.4685
136,49.7175,60.9744,73.4685
137,49.7175,60.9744,73.4685
138,49.7175,60.9744,73.4685
139,49.7175,60.9744,73.4685
140,49.7175,60.9744,73.4685
141,49.7175,60.9744,73.4685
142,49.7175,60.9744,73.4685
143,49.7175,60.9744,73.4685
144,49.7175,60.9744,73.4685
145,49.7175,60.9744,73.4685
146,49.7175,60.9744,73.4685
147,49.7175,60.9744,73.4685
148,49.7175,60.9744,73.4685
149,49.7175,60.9744,73.4685
150,48.0128,58.7857,70.6998
151,48.0163,58.7859,70.7031
152,48.0163,58.7859,70.7032
153,48.0164,58.7859,70.7032
154,48.0164,58.7859,70.7032
155,48.0164,58.7859,70.7032
156,48.0164,58.7859,70.7032
157,48.0164,58.7859,70.7032
158,48.0164,58.7859,70.7032
159,48.0164,58.7859,70.7032
160,48.0164,58.7859,70.7032
161,48.0164,58.7859,70.7032
162,48.0164,58.7859,70.7032
163,48.0164,58.7859,70.7032
164,48.0164,58.7859,70.7032
165,48.0164,58.7859,70.7032
166,48.0164,58.7859,70.7032
167,48.0164,58.7859,70.7032
168,48.0164,58.7859,70.7032
169,48.0164,58.7859,70.7032
170,48.0164,58.7859,70.7032
171,48.0164,58.7859,70.7032
172,48.0164,58.7859,70.7032
173,48.0164,58.7859,70.7032
174,48.0164,58.7859,70.7032
175,48.0164,58.7859,70.7032
176,48.0164,58.7859,70.7032
177,48.0164,58.7859,70.7032
178,48.0164,58.7859,70.7032
179,48.0164,58.7859,70.7032
180,48.0164,58.7859,70.7032
181,48.0164,58.7859,70.7032
182,48.0164,58.7859,70.7032
183,48.0164,58.7859,70.7032
184,48.0164,58.7859,70.7032
185,48.0164,58.7859,70.7032
186,48.0164,58.7859,70.7032
187,48.0164,58.7859,70.7032
188,48.0164,58.7859,70.7032
189,48.0164,58.7859,70.7032
190,48.0164,58.7859,70.7032
191,48.0164,58.7859,70.7032
192,48.0164,58.7859,70.7032
193,48.0164,58.7859,70.7032
194,48.0164,58.7859,70.7032
195,48.0164,58.7859,70.7032
196,48.0164,58.7859,70.7032
197,48.0164,58.7859,70.7032
198,48.0164,58.7859,70.7032
199,48.0164,58.7859,70.7032
200,48.0164,58.7859,70.7032
201,48.0164,58.7859,70.7032
202,48.0164,58.7859,70.7032
203,48.0164,58.7859,70.7032
204,48.0164,58.7859,70.7032
205,48.0164,58.7859,70.7032
206,48.0164,58.7859,70.7032
207,48.0164,58.7859,70.7032
208,48.0164,58.7859,70.7032
209,47.4067,58.0778,69.794
210,47.4054,58.0776,69.7926
211,47.4054,58.0776,69.7926
212,47.4054,58.0776,69.7926
213,47.4054,58.0776,69.7926
214,47.4054,58.0776,69.7926
215,47.4054,58.0776,69.7926
216,47.4054,58.0776,69.7926
217,47.4054,58.0776,69.7926
218,47.4054,58.0776,69.7926
219,47.4054,58.0776,69.7926
220,47.4054,58.0776,69.7926
221,47.4054,58.0776,69.7926
222,47.4054,58.0776,69.7926
223,47.4054,58.0776,69.7926
224,47.4054,58.0776,69.7926
225,47.4054,58.0776,69.7926
226,47.4054,58.0776,69.7926
227,47.4054,58.0776,69.7926
228,47.4054,58.0776,69.7926
229,47.4054,58.0776,69.7926
230,47.4054,58.0776,69.7926
231,47.4054,58.0776,69.7926
232,47.4054,58.0776,69.7926
233,47.4054,58.0776,69.7926
234,47.4054,58.0776,69.7926
235,47.4054,58.0776,69.7926
236,47.4054,58.0776,69.7926
237,47.4054,58.0776,69.7926
238,47.4054,58.0776,69.7926
239,47.4054,58.0776,69.7926
240,47.4054,58.0776,69.7926
241,47.4054,58.0776,69.7926
242,47.4054,58.0776,69.7926
243,47.4054,58.0776,69.7926
244,47.4054,58.0776,69.7926
245,47.4054,58.0776,69.7926
246,47.4054,58.0776,69.7926
247,47.4054,58.0776,69.7926
248,47.4054,58.0776,69.7926
249,47.4054,58.0776,69.7926
250,47.4054,58.0776,69.7926
251,47.4054,58.0776,69.7926
252,47.4054,58.0776,69.7926
253,47.4054,58.0776,69.7926
254,47.4054,58.0776,69.7926
255,47.4054,58.0776,69.7926
256,47.4054,58.0776,69.7926
257,47.4054,58.0776,69.7926
258,47.4054,58.0776,69.7926
259,47.4054,58.0776,69.7926
260,47.4054,58.0776,69.7926
261,47.4054,58.0776,69.7926
262,47.4054,58.0776,69.7926
263,47.4054,58.0776,69.7926
264,47.4054,58.0776,69.7926
265,47.4054,58.0776,69.7926
266,47.4054,58.0776,69.7926
267,47.4054,58.0776,69.7926
268,47.4054,58.0776,69.7926
269,47.4054,58.0776,69.7926
270,46.1876,56.66,67.9773
271,46.1851,56.6596,67.9747
272,46.1851,56.6596,67.9747
273,46.1851,56.6596,67.9747
274,46.1851,56.6596,67.9747
275,46.1851,56.6596,67.9747
276,46.1851,56.6596,67.9747
277,46.1851,56.6596,67.9747
278,46.1851,56.6596,67.9747
279,46.1851,56.6596,67.9747
280,46.1851,56.6596,67.9747
281,46.1851,56.6596,67.9747
282,46.1851,56.6596,67.9747
283,46.1851,56.6596,67.9747
284,46.1851,56.6596,67.9747
285,46.1851,56.6596,67.9747
286,46.1851,56.6596,67.9747
287,46.1851,56.6596,67.9747
288,46.1851,56.6596,67.9747
289,46.1851,56.6596,67.9747
290,46.1851,56.6596,67.9747
291,46.1851,56.6596,67.9747
292,46.1851,56.6596,67.9747
293,46.1851,56.6596,67.9747
294,46.1851,56.6596,67.9747
295,46.1851,56.6596,67.9747
296,46.1851,56.6596,67.9747
297,46.1851,56.6596,67.9747
298,46.1851,56.6596,67.9747
299,46.1851,56.6596,67.9747
300,46.1851,56.6596,67.9747
301,46.1851,56.6596,67.9747
302,46.1851,56.6596,67.9747
303,46.1851,56.6596,67.9747
304,46.1851,56.6596,67.9747
305,46.1851,56.6596,67.9747
306,46.1851,56.6596,67.9747
307,46.1851,56.6596,67.9747
308,46.1851,56.6596,67.9747
309,46.1851,56.6596,67.9747
310,46.1851,56.6596,67.9747
311,46.1851,56.6596,67.9747
312,46.1851,56.6596,67.9747
313,46.1851,56.6596,67.9747
314,46.1851,56.6596,67.9747
315,46.1851,56.6596,67.9747
316,46.1851,56.6596,67.9747
317,46.1851,56.6596,67.9747
318,46.1851,56.6596,67.9747
319,46.1851,56.6596,67.9747
320,46.1851,56.6596,67.9747
321,46.1851,56.6596,67.9747
322,46.1851,56.6596,67.9747
323,46.1851,56.6596,67.9747
324,46.1851,56.6596,67.9747
325,46.1851,56.6596,67.9747
326,46.1851,56.6596,67.9747
327,46.1851,56.6596,67.9747
328,46.1851,56.6596,67.9747
329,46.1851,56.6596,67.9747
330,46.1851,56.6596,67.9747
331,46.1851,56.6596,67.9747
332,46.1851,56.6596,67.9747
333,46.1851,56.6596,67.9747
334,46.1851,56.6596,67.9747
335,46.1851,56.6596,67.9747
336,46.1851,56.6596,67.9747
337,46.1851,56.6596,67.9747
338,46.1851,56.6596,67.9747
339,46.1851,56.6596,67.9747
340,46.1851,56.6596,67.9747
341,46.1851,56.6596,67.9747
342,46.1851,56.6596,67.9747
343,46.1851,56.6596,67.9747
344,46.1851,56.6596,67.9747
345,46.1851,56.6596,67.9747
346,46.1851,56.6596,67.9747
347,46.1851,56.6596,67.9747
348,46.1851,56.6596,67.9747
349,46.1851,56.6596,67.9747
350,46.1851,56.6596,67.9747
351,46.1851,56.6596,67.9747
352,46.1851,56.6596,67.9747
353,46.1851,56.6596,67.9747
354,46.1851,56.6596,67.9747
355,46.1851,56.6596,67.9747
356,46.1851,56.6596,67.9747
357,46.1851,56.6596,67.9747
358,46.1851,56.6596,67.9747
359,46.1851,56.6596,67.9747
360,46.1851,56.6596,67.9747
361,46.1851,56.6596,67.9747
362,46.1851,56.6596,67.9747
363,46.1851,56.6596,67.9747
364,46.1851,56.6596,67.9747
365,46.1851,56.6596,67.9747
366,46.1851,56.6596,67.9747
367,46.1851,56.6596,67.9747
368,46.1851,56.6596,67.9747
369,46.1851,56.6596,67.9747
370,46.1851,56.6596,67.9747
371,46.1851,56.6596,67.9747
372,46.1851,56.6596,67.9747
373,46.2276,56.6009,68.0659
374,46.2053,56.6372,68.0142
375,46.1864,56.6598,67.976
376,46.1851,56.6596,67.9747
377,46.1851,56.6596,67.9747
378,46.1851,56.6596,67.9747
379,46.1851,56.6596,67.9747
380,46.1851,56.6596,67.9747
381,46.1851,56.6596,67.9747
382,46.1851,56.6596,67.9747
383,46.1851,56.6596,67.9747
384,46.1851,56.6596,67.9747
385,46.1851,56.6596,67.9747
386,46.1851,56.6596,67.9747
387,46.2492,56.5793,68.1068
388,46.2359,56.5989,68.0775
389,46.2055,56.6372,68.0145
390,44.9706,55.2404,66.1649
391,44.9672,55.2398,66.1613
392,44.9671,55.2398,66.1612
393,44.9671,55.2398,66.1612
394,44.9671,55.2398,66.1612
395,44.9671,55.2398,66.1612
396,44.9671,55.2398,66.1612
397,44.9671,55.2398,66.1612
398,44.9671,55.2398,66.1612
399,44.9671,55.2398,66.1612
400,44.9671,55.2398,66.1612
401,44.9671,55.2398,66.1612
402,45.0283,55.162,66.288
403,45.0155,55.1809,66.2598
404,44.9865,55.2181,66.1993
405,44.9683,55.24,66.1624
406,44.9671,55.2398,66.1613
407,44.9671,55.2398,66.1612
408,44.9671,55.2398,66.1612
409,44.9671,55.2398,66.1612
410,44.9671,55.2398,66.1612
411,44.9671,55.2398,66.1612
412,44.9671,55.2398,66.1612
413,44.9671,55.2398,66.1612
414,44.9671,55.2398,66.1612
415,44.9671,55.2398,66.1612
416,44.9671,55.2398,66.1612
417,45.0283,55.162,66.288
418,45.0155,55.1809,66.2598
419,44.9865,55.2181,66.1993
420,44.9683,55.24,66.1624
421,44.9671,55.2398,66.1613
422,44.9671,55.2398,66.1612
423,44.9671,55.2398,66.1612
424,44.9671,55.2398,66.1612
425,44.9671,55.2398,66.1612
426,44.9671,55.2398,66.1612
427,44.9767,55.2265,66.1819
428,45.0151,55.174,66.2639
429,44.9705,55.2404,66.1647
430,44.9672,55.2398,66.1613
431,44.9671,55.2398,66.1612
432,45.0283,55.162,66.288
433,45.0155,55.1809,66.2598
434,44.9865,55.2181,66.1993
435,44.9683,55.24,66.1624
436,44.9671,55.2398,66.1613
437,44.9671,55.2398,66.1612
438,44.9671,55.2398,66.1612
439,44.9671,55.2398,66.1612
440,44.9671,55.2398,66.1612
441,44.9922,55.2048,66.2154
442,45.012,55.1808,66.2557
443,45.0175,55.1744,66.2665
444,44.9705,55.2404,66.1647
445,44.9672,55.2398,66.1613
446,44.9671,55.2398,66.1612
447,45.0283,55.162,66.288
448,45.0155,55.1809,66.2598
449,47.4212,58.0536,69.8281
450,47.4067,58.0778,69.7941
451,47.4054,58.0776,69.7926
452,47.4054,58.0776,69.7926
453,47.4054,58.0776,69.7926
454,47.4054,58.0776,69.7926
455,47.4054,58.0776,69.7926
456,47.4328,58.0402,69.8512
457,47.4546,58.0148,69.895
458,47.4606,58.008,69.9067
459,47.4095,58.0782,69.797
460,47.4054,58.0776,69.7927
461,47.4054,58.0776,69.7926
462,47.4725,57.9949,69.9303
463,47.4586,58.015,69.8998
464,47.4268,58.0546,69.8342
465,47.4067,58.0778,69.794
466,47.4054,58.0776,69.7926
467,47.4054,58.0776,69.7926
468,47.4054,58.0776,69.7926
469,47.4054,58.0776,69.7926
470,47.4054,58.0776,69.7926
471,47.4328,58.0403,69.8512
472,47.4546,58.0148,69.895
473,47.4606,58.008,69.9067
474,47.4095,58.0782,69.797
475,47.4054,58.0776,69.7927
476,47.4054,58.0776,69.7926
477,47.4725,57.9949,69.9303
478,47.4086,58.0745,69.7986
479,47.407,58.0779,69.7944
480,47.4054,58.0776,69.7926
481,47.4054,58.0776,69.7926
482,47.4286,58.046,69.8423
483,47.4072,58.0779,69.7945
484,47.4054,58.0776,69.7926
485,47.4054,58.0776,69.7926
486,47.4328,58.0403,69.8512
487,47.4546,58.0148,69.895
488,47.4606,58.008,69.9067
489,47.4095,58.0782,69.797
490,47.4292,58.0451,69.8435
491,47.4075,58.0779,69.7949
492,47.4054,58.0776,69.7926
493,47.4054,58.0776,69.7926
494,47.4054,58.0776,69.7926
495,47.4054,58.0776,69.7926
496,47.4054,58.0776,69.7926
497,47.4286,58.046,69.8423
498,47.4072,58.0779,69.7945
499,47.4054,58.0776,69.7926
500,47.4054,58.0776,69.7926
501,47.4328,58.0403,69.8512
502,47.4546,58.0148,69.895
503,47.4606,58.008,69.9067
504,47.4095,58.0782,69.797
505,47.4292,58.0451,69.8435
506,47.4075,58.0779,69.7949
507,47.4054,58.0776,69.7926
508,47.4054,58.0776,69.7926
509,47.4054,58.0776,69.7926
510,52.9239,64.4364,78.028
511,52.926,64.4368,78.0304
512,52.9542,64.4008,78.0892
513,52.9286,64.4372,78.0334
514,52.9261,64.4368,78.0305
515,52.926,64.4368,78.0304
516,52.9593,64.3943,78.0999
517,52.9863,64.3654,78.1526
518,52.9933,64.3576,78.1663
519,52.9268,64.4369,78.0313
520,52.9889,64.3643,78.1566
521,52.9268,64.4369,78.0313
522,52.926,64.4368,78.0304
523,52.926,64.4368,78.0304
524,52.926,64.4368,78.0304
525,52.926,64.4368,78.0304
526,52.926,64.4368,78.0304
527,52.9542,64.4008,78.0892
528,52.9359,64.428,78.0485
529,52.9485,64.4093,78.0766
530,52.9283,64.4371,78.033
531,52.9593,64.3943,78.0999
532,52.9734,64.3818,78.1257
533,52.9305,64.4375,78.0356
534,52.9261,64.4368,78.0305
535,52.9889,64.3643,78.1566
536,52.9268,64.4369,78.0313
537,52.926,64.4368,78.0304
538,52.926,64.4368,78.0304
539,52.926,64.4368,78.0304
540,52.926,64.4368,78.0304
541,52.926,64.4368,78.0304
542,52.9542,64.4008,78.0892
543,52.9359,64.428,78.0485
544,52.9485,64.4093,78.0766
545,52.9283,64.4371,78.033
546,52.9261,64.4368,78.0305
547,52.926,64.4368,78.0304
548,52.926,64.4368,78.0304
549,52.926,64.4368,78.0304
550,52.9889,64.3643,78.1566
551,52.9268,64.4369,78.0313
552,52.926,64.4368,78.0304
553,52.926,64.4368,78.0304
554,52.926,64.4368,78.0304
555,52.926,64.4368,78.0304
556,52.926,64.4368,78.0304
557,52.9542,64.4008,78.0892
558,52.9373,64.4262,78.0514
559,52.977,64.373,78.136
560,52.9267,64.4369,78.0312
561,52.926,64.4368,78.0304
562,52.926,64.4368,78.0304
563,52.926,64.4368,78.0304
564,52.926,64.4368,78.0304
565,52.9889,64.3643,78.1566
566,52.9268,64.4369,78.0313
567,52.9549,64.3999,78.0908
568,52.929,64.4373,78.0339
569,54.7768,66.5485,80.7972
570,54.7776,66.5486,80.7981
571,54.7777,66.5486,80.7981
572,54.8076,66.5112,80.8602
573,54.7898,66.5377,80.8205
574,54.6951,66.556,80.9466
575,54.6309,66.621,80.8252
576,54.6301,66.6209,80.8243
577,54.6301,66.6209,80.8243
578,54.6301,66.6209,80.8243
579,54.6301,66.6209,80.8243
580,54.6974,66.5457,80.957
581,54.631,66.621,80.8253
582,54.6609,66.5826,80.8877
583,54.6334,66.6214,80.828
584,54.6302,66.6209,80.8244
585,54.6301,66.6208,80.8244
586,54.6301,66.6208,80.8244
587,54.6301,66.6209,80.8244
588,54.6393,66.6095,80.8432
589,54.6844,66.5547,80.9351
590,54.6309,66.621,80.8252
591,54.6301,66.6209,80.8243
592,54.6301,66.6209,80.8243
593,54.6301,66.6209,80.8243
594,54.6301,66.6209,80.8243
595,54.6601,66.5836,80.8861
596,54.633,66.6213,80.8275
597,54.6973,66.5457,80.9569
598,54.631,66.621,80.8253
599,54.6301,66.6209,80.8244
600,54.6301,66.6208,80.8244
601,54.6301,66.6208,80.8244
602,54.6301,66.6209,80.8244
603,54.6393,66.6095,80.8432
604,54.6844,66.5547,80.9351
605,54.6606,66.5912,80.8815
606,54.639,66.6137,80.84
607,54.6346,66.6218,80.8295
608,54.6302,66.6209,80.8244
609,54.6301,66.6209,80.8243
610,54.6601,66.5836,80.8861
611,54.633,66.6213,80.8275
612,54.6973,66.5457,80.9569
613,54.631,66.621,80.8253
614,54.6301,66.6209,80.8243
615,54.6301,66.6209,80.8243
616,54.6301,66.6209,80.8243
617,54.6301,66.6209,80.8243
618,54.6393,66.6095,80.8432
619,54.6844,66.5547,80.9351
620,54.6606,66.5912,80.8815
621,54.639,66.6137,80.84
622,54.6346,66.6218,80.8295
623,54.6302,66.6209,80.8245
624,54.6301,66.6208,80.8244
625,54.6301,66.6208,80.8244
626,54.6301,66.6209,80.8244
627,54.6974,66.5457,80.957
628,54.631,66.621,80.8253
629,54.6301,66.6209,80.8243
630,55.8605,68.0275,82.6707
631,55.8648,68.0281,82.6755
632,55.8649,68.0281,82.6756
633,55.8656,68.026,82.6778
634,55.8962,67.9899,82.7397
635,55.9065,67.9818,82.7576
636,55.8944,67.9981,82.7321
637,55.8675,68.0285,82.6786
638,55.8649,68.0281,82.6757
639,55.8649,68.0281,82.6757
640,55.8649,68.0281,82.6757
641,55.8649,68.0281,82.6757
642,55.938,67.9523,82.8189
643,55.8663,68.0283,82.6772
644,55.8985,67.9868,82.7446
645,55.8687,68.0287,82.6799
646,55.865,68.0281,82.6757
647,55.8649,68.0281,82.6757
648,55.8656,68.026,82.6778
649,55.8962,67.9899,82.7397
650,55.9065,67.9818,82.7576
651,55.8944,67.9981,82.7321
652,55.8675,68.0285,82.6785
653,55.8649,68.0282,82.6757
654,55.8649,68.0281,82.6756
655,55.8649,68.0281,82.6756
656,55.8649,68.0281,82.6756
657,55.938,67.9523,82.8189
658,55.8663,68.0283,82.6772
659,55.8985,67.9868,82.7446
660,55.8687,68.0287,82.6799
661,55.865,68.0281,82.6757
662,55.8649,68.0281,82.6757
663,55.8649,68.0281,82.6757
664,55.8649,68.0281,82.6757
665,55.903,67.9812,82.7538
666,55.8944,67.9981,82.7321
667,55.8675,68.0285,82.6785
668,55.8649,68.0282,82.6757
669,55.8649,68.0281,82.6756
670,55.8649,68.0281,82.6756
671,55.8649,68.0281,82.6756
672,55.8961,67.9899,82.7396
673,55.868,68.0286,82.6791
674,55.9398,67.9504,82.8223
675,55.8664,68.0283,82.6773
676,55.8649,68.0281,82.6757
677,55.8649,68.0281,82.6757
678,55.8649,68.0281,82.6757
679,55.8649,68.0281,82.6757
680,55.903,67.9812,82.7538
681,55.8944,67.9981,82.7321
682,55.8997,67.9892,82.7445
683,55.8685,68.0287,82.6797
684,55.865,68.0281,82.6757
685,55.8649,68.0281,82.6757
686,55.8649,68.0281,82.6756
687,55.8961,67.9899,82.7396
688,55.868,68.0286,82.6791
689,58.2751,70.8334,86.5796
690,58.1982,70.9175,86.4354
691,58.1926,70.9164,86.4288
692,58.1926,70.9163,86.4287
693,58.1926,70.9163,86.4287
694,58.1926,70.9163,86.4287
695,58.2349,70.8667,86.5104
696,58.2239,70.8847,86.4871
697,58.2305,70.8752,86.5
698,58.1956,70.917,86.4323
699,58.1926,70.9163,86.4288
700,58.1926,70.9163,86.4287
701,58.1926,70.9163,86.4288
702,58.1926,70.9163,86.4288
703,58.1926,70.9163,86.4287
704,58.265,70.8312,86.5677
705,58.1982,70.9175,86.4354
706,58.1926,70.9164,86.4288
707,58.1926,70.9163,86.4287
708,58.1926,70.9163,86.4287
709,58.1926,70.9163,86.4287
710,58.2062,70.9003,86.4555
711,58.2106,70.8915,86.4659
712,58.2577,70.8421,86.5529
713,58.2046,70.9094,86.4482
714,58.1967,70.9173,86.4337
715,58.1927,70.9163,86.4288
716,58.1926,70.9163,86.4288
717,58.1926,70.9163,86.4288
718,58.1926,70.9163,86.4287
719,58.265,70.8312,86.5677
720,58.1982,70.9175,86.4354
721,58.2282,70.8746,86.4973
722,58.1956,70.917,86.4323
723,58.1926,70.9163,86.4288
724,58.1926,70.9163,86.4287
725,58.2062,70.9003,86.4555
726,58.2106,70.8915,86.4659
727,58.2577,70.8421,86.5529
728,58.2045,70.9094,86.4482
729,58.1967,70.9173,86.4337
730,58.1926,70.9164,86.4288
731,58.1926,70.9163,86.4287
732,58.1926,70.9163,86.4287
733,58.1926,70.9163,86.4287
734,58.265,70.8312,86.5677
735,58.1982,70.9175,86.4354
736,58.2282,70.8746,86.4973
737,58.1956,70.917,86.4323
738,58.1926,70.9163,86.4288
739,58.1926,70.9163,86.4288
740,58.1926,70.9163,86.4288
741,58.1926,70.9163,86.4288
742,58.256,70.8417,86.5507
743,58.2046,70.9094,86.4482
744,58.1967,70.9173,86.4337
745,58.1926,70.9164,86.4288
746,58.1926,70.9163,86.4287
747,58.1926,70.9163,86.4287
748,58.1926,70.9163,86.4287
749,58.2268,70.876,86.4958
750,57.5687,70.2123,85.4893
751,57.6495,70.1315,85.6419
752,57.5689,70.2123,85.4896
753,57.5673,70.2121,85.4878
754,57.5673,70.2121,85.4878
755,57.5673,70.2121,85.4878
756,57.5673,70.2121,85.4878
757,57.6403,70.1416,85.6245
758,57.576,70.2046,85.5034
759,57.6108,70.1735,85.5688
760,57.5684,70.2123,85.489
761,57.5673,70.2121,85.4878
762,57.5673,70.2121,85.4878
763,57.5673,70.2121,85.4878
764,57.6005,70.1725,85.5546
765,57.5707,70.2126,85.4916
766,57.6495,70.1315,85.6419
767,57.5689,70.2124,85.4895
768,57.5673,70.2122,85.4878
769,57.5672,70.2121,85.4877
770,57.5673,70.2121,85.4878
771,57.5673,70.2121,85.4878
772,57.6403,70.1416,85.6245
773,57.576,70.2046,85.5034
774,57.6108,70.1735,85.5688
775,57.5684,70.2123,85.489
776,57.5673,70.2121,85.4878
777,57.5673,70.2121,85.4878
778,57.5673,70.2121,85.4878
779,57.5673,70.2121,85.4878
780,57.5673,70.2121,85.4878
781,57.6496,70.1315,85.6419
782,57.5689,70.2124,85.4895
783,57.5673,70.2122,85.4878
784,57.5672,70.2121,85.4877
785,57.5673,70.2121,85.4878
786,57.5673,70.2121,85.4878
787,57.5938,70.1805,85.5412
788,57.5767,70.2047,85.5042
789,57.6478,70.1336,85.6385
790,57.5689,70.2124,85.4895
791,57.5673,70.2121,85.4878
792,57.5673,70.2121,85.4878
793,57.5673,70.2121,85.4878
794,57.5673,70.2121,85.4878
795,57.5673,70.2121,85.4878
796,57.6496,70.1315,85.6419
797,57.5783,70.2024,85.5077
798,57.5985,70.1836,85.5483
799,57.5683,70.2122,85.4889
800,57.5673,70.2121,85.4878
801,57.5673,70.2121,85.4878
802,57.5938,70.1805,85.5412
803,57.5767,70.2047,85.5042
804,57.6478,70.1336,85.6385
805,57.5689,70.2124,85.4895
806,57.5673,70.2122,85.4878
807,57.5672,70.2121,85.4877
808,57.5672,70.2121,85.4877
809,58.1837,70.9142,86.4162
810,58.1863,70.9146,86.4191
811,58.2698,70.8326,86.5737
812,58.2072,70.9072,86.4527
813,58.2198,70.8854,86.4811
814,58.1949,70.9168,86.4315
815,58.1926,70.9163,86.4288
816,58.1926,70.9163,86.4288
817,58.1926,70.9163,86.4288
818,58.1926,70.9163,86.4287
819,58.2631,70.8334,86.5642
820,58.1981,70.9175,86.4352
821,58.1926,70.9164,86.4288
822,58.1926,70.9163,86.4287
823,58.1926,70.9163,86.4287
824,58.1926,70.9163,86.4287
825,58.1926,70.9163,86.4287
826,58.2285,70.8739,86.4992
827,58.2044,70.9066,86.4493
